timestamp,q0,q1,q2,q3,accel_x,accel_y,accel_z
14952112,0.883048,-0.0177806,0.0236936,0.468346,-0.131726,0.112566,10.5886
14973919,0.882848,-0.017736,0.0236959,0.468726,-0.150886,0.155676,10.5814
14986111,0.882667,-0.017741,0.023695,0.469066,-0.162861,0.162861,10.6173
15007953,0.882498,-0.0177825,0.0237242,0.469381,-0.196392,0.203577,10.6245
15020111,0.882356,-0.0178201,0.0237674,0.469645,-0.203577,0.201182,10.6389
15041922,0.882254,-0.0178249,0.0237512,0.469836,-0.0934058,0.162861,10.6341
15054112,0.882114,-0.0179119,0.0237337,0.470096,-0.239502,0.131726,10.5958
15075922,0.881936,-0.0179557,0.0237236,0.47043,-0.167651,0.141306,10.6077
15088111,0.88175,-0.0179344,0.0237278,0.470778,-0.174836,0.201182,10.6413
15109921,0.88158,-0.0179439,0.0237342,0.471096,-0.205972,0.141306,10.5982
15122111,0.881445,-0.017973,0.0237511,0.471347,-0.160466,0.234712,10.6029
15143921,0.881321,-0.0179885,0.0237418,0.471578,-0.102986,0.184417,10.591
15165922,0.881107,-0.0179502,0.0237536,0.471978,-0.167651,0.158071,10.6101
15178107,0.880965,-0.0179566,0.0237776,0.472242,-0.141306,0.172441,10.6461
15200921,0.880746,-0.0180523,0.0237665,0.472647,-0.148491,0.203577,10.579
15213107,0.880576,-0.0180504,0.0237827,0.472963,-0.179626,0.179626,10.6245
15234921,0.880419,-0.0180654,0.0237735,0.473256,-0.153281,0.174836,10.6365
15247140,0.880244,-0.01809,0.0237461,0.473581,-0.143701,0.150886,10.6245
15268921,0.880067,-0.0180843,0.0237077,0.473912,-0.160466,0.170046,10.5814
15281106,0.879932,-0.0180887,0.0237207,0.474162,-0.131726,0.182021,10.6389
15302921,0.879786,-0.0180562,0.0237407,0.474434,-0.172441,0.179626,10.6796
15315104,0.879606,-0.0180726,0.0237153,0.474767,-0.179626,0.0934058,10.6221
15336921,0.879437,-0.0180972,0.0237313,0.47508,-0.143701,0.158071,10.5503
15349103,0.879289,-0.0180942,0.0237673,0.47535,-0.172441,0.186812,10.6461
15370971,0.87912,-0.0180949,0.023754,0.475664,-0.201182,0.193997,10.6916
15392921,0.87896,-0.018087,0.0237265,0.475962,-0.203577,0.196392,10.579
15405107,0.878796,-0.0181361,0.0237522,0.476261,-0.112566,0.184417,10.6317
15426944,0.878632,-0.0181291,0.0237453,0.476563,-0.208367,0.203577,10.6245
15439112,0.878445,-0.0181096,0.0237159,0.476911,-0.172441,0.198787,10.67
15460922,0.878284,-0.0181448,0.0237437,0.477205,-0.179626,0.184417,10.6125
