timestamp,q0,q1,q2,q3,accel_x,accel_y,accel_z
370964756,0.821587,0.0131113,-0.0217524,-0.569517,-0.405317,0.743102,-0.940561
371063756,0.828446,0.00997916,-0.0217455,-0.559557,-0.684581,-0.400935,-0.685718
371172756,0.833967,0.000285339,-0.0293916,-0.55103,-0.274256,0.609235,1.19051
371271756,0.837581,-0.0122156,-0.028754,-0.54542,-0.488284,-0.181203,-0.237117
371380756,0.839505,-0.0209078,-0.0240036,-0.542418,-0.354419,0.39788,-0.708203
371489756,0.844324,-0.0194636,-0.0226455,-0.535,-0.818944,0.786465,-0.818367
371588756,0.849487,-0.0108451,-0.0146987,-0.527293,-0.25659,0.498113,-0.156314
371697756,0.851157,-0.011767,-0.0151536,-0.52456,-0.0723931,0.50997,-0.155638
371796756,0.853658,-0.00428092,-0.0152617,-0.520592,-0.0766028,-0.00275204,1.18567
371905762,0.855521,-0.00369165,-0.0119692,-0.517617,0.0370293,0.340379,-0.59807
372004756,0.856067,-0.00291037,-0.00104835,-0.516855,-0.229143,0.632217,-0.988955
372113756,0.847023,-0.00512198,0.000811541,-0.53153,0.0726373,0.0983735,-0.574276
372222756,0.838311,-0.00782442,-0.00469616,-0.545116,1.23777,0.111997,-2.77659
372321756,0.841238,0.0055949,0.00105671,-0.540635,-0.953071,0.460139,0.00782148
372430756,0.840404,0.00720016,0.00230986,-0.541908,-0.460164,0.301016,0.221465
372529756,0.839897,0.00894673,0.00583012,-0.54264,-0.165532,0.283473,0.20821
372638756,0.837591,0.00541503,0.00100722,-0.546271,-0.380464,0.240345,-0.329917
372737762,0.835332,0.00311471,-0.00261342,-0.54973,0.302115,0.253673,0.199113
372846756,0.83594,0.00295744,-0.00164117,-0.54881,-0.512397,0.202065,-0.289572
372955756,0.835226,0.00320553,-0.00407912,-0.549882,-0.204703,0.308221,-0.224603
373054756,0.833392,0.000316433,-0.00949999,-0.5526,0.0516715,0.24629,-0.280839
373163756,0.831964,-0.00102235,-0.0141333,-0.554648,0.265918,0.207769,0.133272
